scale name,column name,reverse,min,max,transform,sum,mean
CES-D-10,CES-D-10_1,0,0,3,0,sum,mean
CES-D-10,CES-D-10_2,0,0,3,0,sum,mean
CES-D-10,CES-D-10_3,0,0,3,0,sum,mean
CES-D-10,CES-D-10_4,0,0,3,0,sum,mean
CES-D-10,CES-D-10_5,1,0,3,0,sum,mean
CES-D-10,CES-D-10_6,0,0,3,0,sum,mean
CES-D-10,CES-D-10_7,0,0,3,0,sum,mean
CES-D-10,CES-D-10_8,1,0,3,0,sum,mean
CES-D-10,CES-D-10_9,0,0,3,0,sum,mean
CES-D-10,CES-D-10_10,0,0,3,0,sum,mean
